序號	單元	答案	題目
457	2	1	在文書處理軟體Microsoft Word XP中，如果要等比例放大或縮小一個圖案時，不應在拖曳時配合那一個按鍵？(1)Tab(2)Ctrl(3)Shift(4)Alt。
458	2	1	在Microsoft PowerPoint 2003環境中，下列哪一項敘述為正確者？(1)簡報檔案可以產生獨立播放的檔案，播放時可不必進入PowerPoint(2)播放效果必須於每次播放簡報前重新再設定一次(3)簡報播放時必須依照投影片排列的固定順序被播放，並無法改變順序來播放(4)簡報可以設定成自動播放模式，但無法被設定成循環播放模式。
459	2	4	在Microsoft PowerPoint 2003環境中，其所編輯的內容無法被儲存成下列哪一種檔案格式？(1).rtf(2).gif(3).ppt(4).dot。
460	2	1	在Microsoft PowerPoint 2003環境中，若要改變投影片之方向為「直向」或「橫向」時，下列那一項動作可以達成？(1)「檔案/版面設定」(2)「編輯/版面設定」(3)「檔案/列印」(4)投影片之方向只能為「橫向」，並無法改變為「直向」。
461	2	1	在Microsoft PowerPoint 2003環境中，下列哪一種「檢視模式」可以「提供層次式，並以條列方式來顯示投影片之文字內容」？(1)大綱模式(2)標準模式(3)投影片瀏覽模式(4)投影片放映模式。
462	2	3	下列有關「關聯式資料庫(Relational DataBase)」之「正規化」的敘述中，何者正確？(1)所有正規化的觀念均基於「Relational屬性間之功能的相依性」來發展者(2)「第一正規化(1NF)」處理允許有多重值之屬性(3)若「Relational R」中的每一個非主鍵之屬性都「完全功能相依」於「R」的主鍵，則該「R」滿足第二正規化(4)若「Relational R」中的非主要屬性都「完全功能相依、且遞移相依」於「每一個R」的鍵值，則該「R」滿足第三正規化。
463	2	4	下列有關Microsoft Access 2003之「資料庫」之敘述中，何者錯誤？(1)可以在Internet環境內共用Access之資料庫物件或資料頁(2)可以將大部份Access資料庫物件從Access資料庫或專案匯入至其他的Access資料庫或專案(3)可以將整個Access資料庫置於網路伺服器或公用資料庫中，以提供每個使用者都能共用該資料庫及使用相同的表單、報表、查詢、巨集與模組(4)在Access環境中，可以同時開啟二個*.mdb的資料庫檔案。
464	2	2	下列有關Microsoft Access 2003之「資料庫」之敘述中，何者錯誤？(1)可以使用「通用名稱協定UNC(Univeral Naming Convention)」位址開啟網路上的Microsoft Access 2003資料庫(2)在主要鍵欄位中，可允許出現「重複性的資料」(3)在資料欄位型態中，具有「超連結」與「OLE物件」之型態(4)若主資料表被設定為以「一對多」方式關聯對應到關聯資料表，當使用者不想在刪除關聯資料表記錄前，就先將該主資料表之欄位刪除，此時必須設定「強迫參考完整性」。
465	2	3	下列有關Microsoft Office 2003之敘述中，何者正確？(1)在Word環境中所建立的表格並不具有「排序」的功能(2)在PowerPoint環境中，若需使用表格時，必須在PowerPoint的操作環境中自行建立，並無法由Word的操作環境中先行建立後，再將該表格貼上PowerPoint中(3)Word、Excel與 PowerPoint的操作環境都可以進行VBA(Visual Basic for Application)的程式撰寫(4)「複製格式」係指從選定之物件或文字複製其格式，並將它套用到您所選之物件或文字上，但此功能只適用於Word與Excel中，至於PowerPoint則無此功能。
466	2	1	在Microsoft Word 2003環境中，可於「工具/選項/一般」標籤頁內設定所使用的「度量單位」，下列何者不是可使用的選項？(1)行(2)公分(3)公釐(4)Picas。
467	2	4	在Microsoft Word 2003環境中，有關「格式工具列」的使用，下列何者正確？(1)對英文字套用「細明體」與套用「新細明體」時，其結果是相同的(2)「字型大小」可設定的最大值是72(3)字型色彩中「自動」與「黑色」是相同的(4)「圍繞文字」每次操作只能作用一個中文字。
468	2	1	在文書處理軟體Microsoft Word XP中，如果要複製矩形區域的文字內容，則以下敘述何者正確？(1)在矩形區域左上角按一下左鍵，按著Shift+Alt，再於矩形區域右下角按一下左鍵(2)在矩形區域左上角按一下左鍵，按著Ctrl+Alt，再於矩形區域右下角按一下左鍵(3)在矩形區域左上角按一下左鍵，按著Ctrl+Tab，再於矩形區域右下角按一下左鍵(4)在矩形區域左上角按一下左鍵，按著Alt+Tab，再於矩形區域右下角按一下左鍵。
469	2	3	在Microsoft Word 2003環境中，繪製「垂直文字方塊」並輸入12pt中文字3個，製作如下圖的文字方塊，下列何者正確？(1)「得助」2字元，設定為「格式/亞洲方式配置/並列文字」(2)「得助」2字元，設定為「格式/亞洲方式配置/組排文字」(3)「趙」這個字元，在「格式工具列」的字元比例，設為200%(4)「趙」這個字元，在「格式工具列」的字型大小設為24pt、字元比例設為50%。
470	2	4	在Microsoft Word 2003環境中，「格式工具列」的複製格式按鈕，不能使用在下列何者的格式複製？19(1)定位點(2)項目編號(3)橫向文字(4)注音標示。
471	2	2	在Microsoft Word 2003環境中，於文章中執行「段落」如下的設定：在第1段落，設定「與後段距離」為8pt，不勾選「文件格線被設定時，貼齊格線」；第2段落，設定「與前段距離」為6pt，不勾選「文件格線被設定時，貼齊格線」，則第1段落與第2段落的距離是多少pt？(1)14pt(2)8pt(3)6pt(4)與「行距」的設定相同。
472	2	4	在Microsoft Word 2003環境中，有關「並列文字」的敘述，下列何者正確？(1)上列與下列的字數必須相等(2)完成「並列文字」的設定後，文字即不能修改(3)完成「並列文字」設定後，字型即不能修改(4)完成「並列文字」後，字型大小會減為原來的一半。
473	2	2	在Microsoft Word 2003環境中，下列那一種情況可以不需手動插入「分節符號」？(1)設定不同的頁面框線(2)設定不同的欄數(3)設定不同的紙張方向(4)在頁尾設定不同的頁碼。
474	2	3	當某位員工於網頁上複製一段文字，其中包含有文字超連結，於Microsoft Word 2003貼上此段文字後，若不想保有文字超連結，在完成貼上動作後，可在「貼上選項」按鈕中，選取那一個選項？(1)保持來源的格式設定(2)符合目前的格式設定(3)保留純文字(4)移除超連結。
475	2	3	在Microsoft Word 2003環境中，若有一張圖片在文字之上，造成部分文字被圖片遮住，希望在不影響文字排版的情況下，將圖片置於文字之下，請問應在「繪圖工具列」進行何種操作即可完成？(1)繪圖/順序/後推一層(2)繪圖/順序/移到最下層(3)繪圖/文繞圖/文字在前(4)繪圖/文繞圖/文字在後。
476	2	1	在Microsoft Word 2003的環境中，大部分的快取圖案可以轉成文字方塊，下列何者不能轉成文字方塊？(1)手繪多邊形(2)向右箭頭(3)禁止標誌(4)爆炸2。
477	2	3	在Microsoft Word 2003的環境中，可設定顯示格線，以輔助流程圖的繪製；下列何者操作可顯示「格線」？(1)「表格」功能表/隱藏格線(2)「格式」功能表/框線及網底/框線(3)「繪圖」工具列/繪圖/格線(4)「插入」功能表/分隔設定。
478	2	2	在Microsoft Word 2003的環境中，於整頁模式下選取圖片時，在圖片附近的某段落會出現「錨」符號；關於「」的敘述，下列何者不正確？(1)圖片的文繞圖設定為「與文字並列」時，不會出現(2)若移動的位置，圖片也會跟著一起移動(3)若所在的段落往上或往下移動，圖片也會跟著一起移動(4)若圖片往上或往下移動，也會跟著一起移動。
479	3	3	在Windows 2003作業系統中，關於「設定印表機」的敘述，下列何者不正確？(1)預設印表機會在圖示上顯示打勾符號(2)共享的印表機會在圖示上顯示手形符號(3)網路印表機和本機印表機的圖示相同(4)可以同時安裝多個印表機的驅動程式。
480	3	3	在Windows 2003作業系統中，關於「將電腦設定為多使用者使用」的敘述，下列何者不正確？(1)可以對不同使用者顯示不同的「我的最愛」資料夾中的項目(2)可以將本機電腦上的印表機分享給其他使用者(3)對於共用的資料夾，則只能以唯讀方式使用該資料夾(4)允許其他使用者從遠端電腦管理本機電腦的檔案和印表機。
481	3	3	在Windows Vista系統下，其「控制台」中「問題報告及解決方案」的功能為何？(1)備份並還原您的檔案和系統設定(2)取得有關您電腦的速度及效能的詳細資料，如果有任何解決方案能解決效能問題，Windows就會通知您(3)檢查線上是否有軟體問題的解決方案、選擇報告設定，並且查看電腦的問題報告(4)檢視關於您電腦的詳細資料，以及變更硬體、效能及遠端連線的設定。
482	3	4	在Windows Vista系統下，其「控制台」中「備份及還原中心」的功能為何？(1)存放電子郵件地址和其他關於人與機構的資訊(2)檢視、編輯、組織與共用您的圖片及視訊(3)解除安裝或變更您電腦上的程式(4)備份並還原您的檔案和系統設定。
483	3	3	在Windows Vista系統下，其「控制台」中「資訊安全中心」的功能為何？(1)備份並還原您的檔案和系統設定(2)檢查線上是否有軟體問題的解決方案、選擇報告設定，並且查看電腦的問題報告(3)檢視您目前的安全性狀態及存取重要的設定值來協助保護您的電腦(4)設定防火牆安全選項，保護電腦不受駭客及惡意軟體的侵害。
484	3	1	在Windows Vista系統下，其「控制台」中「預設程式」的功能為何？(1)選擇要讓Windows使用哪些程式來瀏覽網頁、編輯照片、傳送電子郵件，以及播放音樂(2)檢查是否有軟體及驅動程式更新、選擇自動更新設30定，或是檢視已安裝的更新(3)同步處理您的電腦與其他電腦、裝置及網路資料夾之間的資訊(4)設定您的電腦，以加入像是Windows會議空間這類活動。
485	3	2	在Windows Vista系統下，其「控制台」中「網路和共用中心」的功能為何？(1)設定您的網際網路顯示與連線設定(2)檢查網路狀態、變更網路設定，以及設定共用檔案及印表機的喜好設定(3)連線到遠端iSCSI目標，並設定連線設定(4)同步處理您的電腦與其他電腦、裝置及網路資料夾之間的資訊。
486	3	3	在Windows Vista系統下，其「控制台」中何者具備「變更此電腦的主題設定」的功能？(1)裝置管理員(2)Tablet PC設定(3)個人化(4)使用者帳戶。
487	3	4	在Windows Vista系統下，其「控制台」中何者具備「變更搜尋時Windows建立檔案索引的方式」的功能？(1)預設程式(2)資料夾選項(3)程式和功能(4)索引選項。
488	3	2	在Windows Vista系統下，其「控制台」中何者具備「檢視和更新硬體的設定及驅動程式軟體」的功能？(1)新增硬體(2)裝置管理員(3)Windows Defender(4)程式和功能。
489	3	2	在Windows Vista系統下，其「控制台」中何者具備「解除安裝或變更您電腦上的程式」的功能？(1)預設程式(2)程式和功能(3)系統(4)系統管理工具。
490	3	1	在Linux環境下，下列何者可用來查看路由表(Routing table)？(1)route(2)netstate-n(3)netstate(4)view。
491	3	4	在Windows 2003作業系統中，關於「電源管理」的敘述，下列何者不正確？(1)可以設定在一定時後自動關閉監視器和硬碟(2)使電腦處於待機狀態(3)使電腦進入休眠狀態(4)使電腦解除待機狀態所需的時間要比解除休眠狀態所需的時間長。
492	3	3	在Linux環境下，當DHCP Server架設完成後，只用/etc/rc.d/init.d/dhcpd start啟動，若系統重新開機，下列何者為DHCP Server的狀態？(1)Runlevel 3為啟動，Runlevel 5為停止(2)Runlevel 3為停止，Runlevel 5為啟動(3)停止(4)啟動。
493	3	2	在Linux預設環境下，TCP/IP的埠號(port)22為何服務所使用？(1)Telnet Server(2)SSH Server(3)SMTP Server(4)FTP Server。
494	3	4	在Linux環境下，要檢查本端與遠端機器間的路徑，可使用下列那一個命令？(1)/sbin/route(2)/bin/ping(3)/usr/sbin/tracert(4)/usr/sbin/traceroute。
495	3	2	在Linux環境下，想知道哪些有效網路介面可用時，應使用下列那一個命令？(1)netcfg(2)ifconfig(3)cat /net.status(4)netstate -r。
496	3	3	在Linux環境下，下列何者可將路徑加入Linux的路由表中？(1)netstat(2)net(3)route(4)addroute。
497	3	3	在Linux環境下，架設NFS Server的用途為何？(1)動態分配IP(2)作為時間伺服器(3)檔案分享給Linux/Unix/BSD用戶(4)檔案分享給Windows用戶。
498	3	4	在Linux環境下，NFS是透過何種協定來存取遠端主機的檔案？(1)MMS(2)SMB(3)Appletalk(4)RPC。
499	3	2	在Linux環境下，Samba的各種安全等級中，何者不需檢驗帳號密碼？(1)user(2)share(3)server(4)domain。
500	3	2	在Linux環境下，欲把Samba Server加入Windows網域中，應採哪種安全等級？(1)share(2)domain(3)server(4)user。
501	3	3	在Linux環境下，下列何者為bind的工作環境設定檔？(1)named.local(2)localhost.zone(3)named.conf(4)named.ca。
502	3	1	在Windows 2003作業系統中，設定「安排的工作」，下列敘述何者不正確？(1)工作可以安排在關機時同時執行(2)工作可以安排在每天、每星期、每月的固定時刻執行(3)工作可以安排在電腦啟動或空閒時執行(4)提供檢視安排工作執行情形的記錄檔。
503	3	4	在Linux環境下，欲建置郵件伺服器時，何者不是硬體應考量的條件？(1)RAM容量(2)CPU速度(3)硬碟的效能(4)螢幕解析度。
504	3	1	在Linux環境下，Apache啟用SSL加密傳輸協定https時，所佔用的port為何？(1)443(2)22(3)80(4)143。
505	3	4	在Linux環境下，下列那種伺服器可加速web伺服器的服務？(1)DHCP(2)NTP(3)NNTP(4)squid。
506	3	2	在Linux環境下，欲新增群組的指令為何？(1)addgroups(2)groupadd(3)addgrp(4)grpadd。
507	3	4	在網域名稱系統中，關於「反向解析」，下列敘述何者正確？(1)由IP查DNS Server(2)由名稱查DNS Server(3)由名稱查IP(4)由IP查名稱。
508	3	3	在ISO的OSI模型中，下列何者的任務是精確、可靠執行調節來源到目的地的資訊流？(1)網路層(Network Layer)(2)會談層(Section Layer)(3)傳輸層(Transport Layer)(4)展示層(Presentation Layer)。
509	3	3	對於Linux作業系統而言，下列敘述何者錯誤？(1)具視窗圖形界面(2)多重開機管理功能(3)單人多工系統(4)具網路能力。
510	3	2	在Linux作業系統中，如對某指令的功能不太清楚，可以使用什麼指令查詢？(1)ls(2)man(3)chmod(4)find。
511	3	4	在Linux作業系統中，對於目錄的敘述何者錯誤？(1)「.」表示目前目錄(2)「..」表示上一層目錄(3)「/」表示系統根目錄(4)「~」表示管理者目錄。
512	3	4	下列敘述何者正確？(1)使用者不可自訂開始功能表(2)在Windows XP下，使用「系統還原」會造成個人所有檔案遺失(3)使用電腦時不能讓Windows XP管理虛擬記憶體(4)在安全模式中仍可連線到網路。
513	3	3	在Windows 2003作業系統中，如果使用者忘記密碼，可以將使用者命名的下列何種副檔名刪除，以便重新建立？(1).PWD(2).PAW(3).PWL(4).PLD。
514	3	3	下列何種協定可配合DNS及Active Directory在IP網路上使用，讓使用者免於指定及追蹤靜態的IP位址？(1)BOOTP(2)TCP/IP(3)DHCP(4)PPP。
515	3	3	管理Windows XP用戶端時，最好不要使用何種類型檔案，因為它會導致一些意料之外，且無法改變的登錄設定？(1).exe(2).ini(3).adm(4).tmp。
516	3	4	下列何種語言是用於包含結構資訊的文件的非標準化標示語言，並提供了一種定義標示以及它們之間結構關係的工具？(1)ASP(2)C++(3)VB(4)XML。
517	3	3	為解決日益增加的網路人口IP分配不足的問題，推行使用何種技術？(1)IPv2(2)IPv4(3)IPv6(4)IPv8。
518	3	2	在UNIX系統下欲對檔案建立捷徑，可使用何種指令？(1)ls(2)ln(3)cat(4)rm。
519	3	4	下列敘述何者錯誤？(1)在Windows 2003中，檔案名稱最多可包含255個字元(2)在Windows XP中，「系統還原」需要硬碟上有至少200MB的可用空間(3)當使用「公事包」將檔案從主電腦複製到攜帶型電腦時，可以透過網路直接以電纜線連線將兩台電腦連接起來，且處理檔案時，可以不需要再連接兩台電腦(4)Windows 2003作業系統中內建了「Windows Media Player」軟體。
520	3	1	下列關於「TCP協定」的敘述，何者正確？(1)TCP是連接導向(Connection-Oriented)的協定，會進行資料的分割、重組及確認(2)TCP是非連接導向(Connectionless)的協定，會進行資料的分割與重組，但不需要進行確認(3)TCP是新版本UDP協定(4)TCP只用於Web瀏覽器上。
521	3	2	下列那一種協定負責維護網際網路(Internet)的路由表(Routing Table)？(1)TCP(2)IP(3)ICMP(4)UDP。
522	3	4	下列何者為TCP/IP協定中ARP(Address Resolution Protocol)的主要功能？(1)負責路由表(Routing Table)的維護(2)負責路由器(Router)的交通控制(3)負責將主機名稱(Host Name)解析為IP位址(4)負責將IP位址解析為硬體位址(MAC Address)。
523	3	3	下列關於「IPv4位址類別(Class)」的敘述，何者正確？(1)Class A和Class B用於擁有電腦數量較少的公司中；Class C則用於擁有數千部電腦的大公司(2)InterNIC只負責指派Class A，其餘類別則由各國政府負責(3)Class A使用第一個octet為網路ID，Class B使用前二個octet為網路ID，Class C使用前三個octet為網路ID(4)Class A使用前三個octet為網路ID，Class B使用前二個octet為網路ID，Class C使用第一個octet為網路ID。
524	3	4	在Windows 2003作業系統中，如果容易發生系統資源不足，下列何者無法改善這種現象？(1)降低色彩顯示模式(2)增加記憶體(3)增加硬碟空間(4)啟動自動電源管理系統(APM)。
525	3	4	下列關於「子網路遮罩(Subnet Mask)功能」的敘述，何者正確？(1)路由器決定框架(Frame)最佳傳送路徑的唯一依據(2)僅用於有路由器(Router)存在的區域網路中(3)遮掉網路ID，以做為主機(Host)位址(4)遮掉主機(Host)ID，以做為網路位址。
526	3	1	在Microsoft Windows 2003 Server中，下列那一項服務可以讓電腦自動取得IP位址？(1)DHCP(2)WINS(3)IPConfig(4)PING。
527	3	3	下列那一項服務可以將www.facebook.com轉譯為IP位址？(1)WINS(2)DHCP(3)DNS(4)LMHOSTS。
528	3	4	下列何者是NetBEUI不適用在廣域網路(WAN)的主要原因？(1)只能使用在Linux平台(2)只能用在乙太網路(Ethernet)(3)資料封包無法跨過網路交換器(Switch)(4)不具有路由(Routing)功能。
529	3	4	下列何種設備可以切割網路，以限制網路封包傳送，並提升傳送效率？(1)集線器(Hub)(2)訊號增強器(Repeater)(3)無線基地台(Access Point)(4)橋接器(Bridge)。
530	3	3	下列何者是「無線基地台(Access Point)識別名稱」的縮寫？(1)WISP(2)APID(3)SSID(4)AP。
531	3	4	在Microsoft Windows Vista環境中，那一種「無線網路連線設定」會限制使用相同無線基地台(Access Point)的其他電腦連線到你的電腦？(1)私人(2)公司(3)住家(4)公共場所。
532	3	3	在Microsoft Windows Vista環境中，連線到無線基地台(Access Point)時，若設定使用網路位置為「公共場所」，則會關閉下列何種功能？(1)省電(2)無線網路連接(3)網路探索(4)自動備份。
533	3	2	有一些網站會以文字檔的型式在使用者電腦中儲存資訊，當使用者再次進入該網站時，利用這個文字檔可以提供個人化資訊。這種文字檔稱為：(1)W3C(2)Cookie(3)Sign-in Seal(4)Session。
534	3	2	下列那一個Linux核心版本為穩定版本？(1)2.5.14(2)2.4.15(3)2.5.13(4)2.3.10。
535	3	2	在Windows 2003作業系統中，關於「尋找」功能，下列敘述何者不正確？(1)可以尋找特定資料夾(2)可以尋找網際網路上的伺服器(3)可以依電腦名稱尋找特定電腦(4)可以尋找通訊錄中的特定人員。
536	3	2	一顆硬碟最多可以設定成幾個主要分割區(Primary Partition)？(1)3(2)4(3)5(4)6。
537	3	3	Linux的man page資料通常放在/usr/share/man的目錄內，可透過修改下列那一個configuration file來變更ma32n page的存放位置？(1)/var/man.conf(2)/etc/man.conf(3)/etc/man.config(4)/var/man.config。
538	3	2	Linux指令「ls -l」可以顯示檔案的10個詳細屬性，第一個屬性若是顯示為「b」，則表示該檔案為：(1)連結(2)週邊設備(3)一般檔案(4)目錄。
539	3	1	在Linux的ext2檔案系統中，一個分割區(Partition)所能容納的最大檔案數與下列何者有關？(1)inode數量(2)block size(3)block數量(4)inode size。
540	3	3	在Linux的ext2檔案系統中，若block size為1024 bytes，則檔案大小的上限為：(1)64GB(2)1TB(3)16GB(4)2TB。
541	3	2	在Linux的Bash shell環境中，「命令與檔案補全功能」的快速鍵為：(1)Alt鍵(2)Tab鍵(3)Esc鍵(4)Ctrl鍵。
542	3	1	在Linux環境中，使用/etc/passwd記錄使用者資料，每個使用者有7個欄位，欄位之間以何種符號隔開？(1)冒號(2)分號(3)逗號(4)句號。
543	3	1	在Linux環境中，某個檔案權限為755，對該檔案擁有者(Owner)而言，所代表的意義為何？(1)可讀、可執行、可寫入(2)可讀、可寫入、可寫入(3)可讀、可執行、可執行(4)可寫入、可讀、可讀。
544	3	3	在Linux環境中，下列何種方式或指令可以有效且免費地建構防火牆系統？(1)tcp_wrappers(2)ipfliter(3)iptables(4)hosts.deny。
545	3	2	在Linux環境中，下列那一個指令可以用來改變檔案/目錄的權限屬性？(1)chown(2)chmod(3)chsh(4)chpwd。
546	3	3	在Windows 2003作業系統中，如果要尋找特定檔案，下列敘述何者不正確？(1)可以尋找某些特定日期的檔案(2)可以尋找特定檔案大小的檔案(3)可以尋找特定檔案屬性的檔案(4)可以尋找特定檔案類型的檔案。
547	3	4	在OSI網路協定架構中，下列那一層負責確保網路服務品質(Quality of Service)？(1)實體層(2)資料連結層(3)網路層(4)傳輸層。
548	3	2	每個標準ASCII字元、EBCDIC字元及Unicode字元分別由多少位元所組成？(1)7、7、16(2)7、8、16(3)16、8、7(4)16、8、8。
549	3	3	在Linux環境中，下列何者是「系統管理者」的預設帳號？(1)administrator(2)manager(3)root(4)super。
550	3	4	下列編碼中，何者具有傳輸錯誤更正的能力？(1)同位元(parity bit)碼(2)BCD碼(3)EBCDIC碼(4)漢明碼(Hamming code)。
551	3	1	在OSI網路協定架構中，下列那一層負責管理連線的傳輸方式和安全機制？(1)表示層(2)傳輸層(3)會議層(4)網路層。
552	3	3	在Linux環境中，下列那一個指令可以用來備份檔案？(1)pack(2)queue(3)tar(4)zap。
553	3	4	在公開金鑰加密法中，甲在傳給乙的資料中建立自己的數位簽章(Digital Signature)，其加密方式為：(1)以甲的公鑰加密(2)以乙的公鑰加密(3)以乙的私鑰加密(4)以甲的私鑰加密。
554	3	2	在作業系統排程中，下列何者不是產生「死結(Deadlock)」的必要條件？(1)循環等待(Circular Wait)(2)可奪取(Preemption)(3)互斥(Mutual Exclusion)(4)持有並等待(Partial Allocation)。
555	3	4	下列關於「DMA(Direct Memory Access)」的敘述，何者不正確？(1)DMA利用到Cycle-Stealing的方法(2)傳送大量資料時，DMA比Programmed I/O和 Interrupt I/O快(3)DMA需要DMA Controller(4)DMA可增加上網的速度。
556	3	4	(本題刪題)為了避免主記憶體不足而無法執行程式，所發展出來的技術為何？(1)快取記憶體(2)虛擬磁碟機(3)快閃記憶體(4)虛擬記憶體。
557	3	2	下列何者是一種使用者可自行訂閱、下載及發佈的網路廣播技術？(1)RTSP(2)Podcast(3)Flv(4)RTP。
558	3	4	(本題刪題)下列那一個「排程演算法」具有「固定時間配額」的設計？(1)先到先做(FCFS)(2)最短工作先做(SJF)(3)優先權(Priority)(4)循環分配(RR)。
559	3	3	採用存轉式(Store-and-Forward)傳輸資訊的方式是？(1)路由交換(Routing Switching)(2)電路交換(Circuit Switching)(3)分封交換(Packet Switching)(4)信號交換(Signal Switching)。
560	3	3	下列何者不是「高階語言編譯程式」所提供的功能？(1)語句分析(Lexical Analysis)(2)語法分析(Parsing)(3)垃圾收集(Garbage Collection)(4)目的碼(Objective Code)的產生。
561	3	4	在網路安全應用中，通常利用雜湊函數(Hash Function)來做為所傳送訊息的指紋(Fingerprint)，以便進行訊息驗證；下列那一個不是雜湊函數？(1)MD4(2)MD5(3)SHA(4)DES。
562	3	4	在Microsoft Windows XP的裝置管理員中，某個裝置出現驚歎號(！)時，是表示：(1)該裝置尚未啟動(2)無法辨識該裝置(3)該裝置的相關設定已關閉(4)該裝置與其他裝置發生衝突。
563	3	4	下列何者是沒有採用P2P技術的網際網路服務？(1)Skype(2)MSN(3)BitTorrent(4)Email。
564	3	2	在Microsoft Windows XP作業系統中，下列關於「剪貼簿」的敘述，何者不正確？(1)按一下PrintScreen鍵，33可以將「整個螢幕畫面」複製到剪貼簿中(2)按一下Ctrl+PrintScreen鍵，只將「作用中視窗畫面」複製到剪貼簿中(3)可以執行多次複製畫面置於剪貼簿中，但執行貼上時只能使用最後一次所複製的畫面(4)在剪貼簿中如果要將內容儲存為檔案，其副檔案名稱為「*.clp」。
565	3	2	下列何種程式語言只能使用在微軟(Microsoft)的SDK(Software Development Kit)開發環境中？(1)Java(2)C#(3)Python(4)Object-C。
566	3	1	在Android系統中，SDK(Software Development Kit)開發環境主要使用的程式語言是：(1)Java(2)C#(3)Python(4)Object-C。
567	3	4	在iPhone系統中，SDK(Software Development Kit)開發環境主要使用的程式語言是：(1)Java(2)C#(3)Python(4)Object-C。
568	3	1	在Windows 2003作業系統中，用來搜尋硬碟，並列出可以安全刪除的暫時檔、Internet快取檔與不必要的程式檔，以協助釋放硬碟空間，應該執行以下那一個程式？(1)磁碟清理程式(2)磁碟掃描工具(3)磁碟壓縮工具(4)磁碟重組程式。
569	3	4	下列何者不是雲端技術的服務層次?(1)PaaS(Platform as a Service)(2)IaaS(Infrastructure as a Service)(3)SaaS(Software as a Service)(4)CaaS(Computing as a Service)。
570	3	4	在Linux系統的環境變數「PATH」中，每個目錄路徑之間是以那一種符號隔開？(1)分號(2)逗號(3)句號(4)冒號。
571	3	1	在Microsoft Windows系統的系統變數「Path」中，每個目錄路徑之間是以那一種符號隔開？(1)分號(2)逗號(3)句號(4)冒號。
572	3	4	下列關於「螢幕解析度」的敘述，何者正確？(1)解析度越高，桌面上能顯示的色彩越多(2)解析度不受螢幕和顯示卡的硬體限制(3)解析度不受驅動程式的限制(4)解析度越高，桌面的圖示就越小。
573	3	3	在Linux系統安裝時，下列何者一定要設定成單獨分割區的掛載點？(1)/var(2)/usr(3)swap(4)tmp。
574	3	1	在Linux環境中，安裝新硬碟分割區/dev/hdb1後，需要在下列那一個檔案中設定開機時自動掛載該分割區？(1)/etc/fstab(2)/var/disktab(3)/etc/inittab(4)/usr/disktab。
575	3	4	在Linux環境中，執行列印檔案readme.txt的指令，下列何者正確？(1)lpp readme.txt(2)lpq readme.txt(3)lpd readme.txt(4)lpr readme.txt。
576	3	4	在Windows XP作業系統中，下列關於「休眠」的敘述，何者不正確？(1)會將記憶體中的資料放到硬碟上(2)比「待命」模式省電(3)比「待命」模式需要更長的恢復時間(4)進入「休眠」模式後，硬碟仍持續運轉。
577	3	4	在Linux環境中，檔案test.sh的屬性為「-rwxr-xr--」，下列那一個指令無法將檔案屬性改為「-rwxrwxr-x」？(1)chmod 775 test.sh(2)chmod g=rwx,o=rx test.sh(3)chmod g+w,o+x test.sh(4)chmod 755 test.sh。"
578	3	24	在Windows 7作業系統中，關於「區域網路」的敘述，下列何者正確？(1)每部電腦的作業系統必須是Windows 7(2)可彼此分享檔案及印表機等資源(3)每台電腦的記憶體容量必須相同(4)公用資料夾是一個預設的分享資料夾。
579	3	2	在Windows 2003作業系統中的「磁碟管理」系統公用程式，未提供下列那項功能？(1)磁碟分割(2)磁碟掃描及修復(3)格式化成NTFS檔案系統(4)變更磁碟代號。
580	3	234	在Windows 7作業系統中，「媒體櫃」裡預設的資料夾有下列何者？(1)程式(2)音樂(3)視訊(4)圖片。
581	3	134	在Windows 7作業系統中，具有進階安全性的Windows防火牆有下列哪些設定檔？(1)網域(2)區域(3)私人(4)公用。
582	3	123	在Windows 7作業系統中，在「本機安全性原則」中可以設定哪些安全性項目？(1)公開金鑰原則(2)軟體限制原則(3)網路清單管理員原則(4)硬體相容原則。
583	3	1234	)下列何者為WWW瀏覽器？(1)Internet Explorer(2)Google Chrome(3)Firefox(4)Safari。
584	3	23	下列何者是內送電子郵件的通訊協定？(1)SMTP(2)IMAP(3)POP3(4)SSL。
585	3	14	關於「QR Code」的敘述，下列何者正確？(1)二維空間條碼(2)均為黑白兩色(3)在4個角落，印有像「回」字的正方圖案(4)可用於存貨管理。
586	3	12	下列何者屬於OSI模型中應用層的通訊協定？(1)HTTP(2)FTP(3)TCP/IP(4)ARP。
587	3	12	TCP和IP分別對應到OSI模型中的哪些層？(1)傳輸層(2)網路層(3)應用層(4)表達層。
588	3	124	關於「IP」的敘述，下列何者正確？(1)192.168.1.1是一個虛擬IP(2)IPv6使用128位元來表示IP位址(3)192.168.1.256是一個可用的IP(4)192.168.1.1屬於Class C。
589	3	23	下列哪些IP位址屬於Class C？(1)181.23.45.67(2)193.17.17.17(3)201.255.255.2(4)239.255.12.15。
590	3	1	在Windows 2003作業系統中，關於「控制台」中「系統」的敘述，下列何者不正確？(1)可以顯示所安裝的軟體(2)如果某種硬體的圖示上有一個叉號，則代表該硬體不正確(3)如果硬體圖示上有一個帶有圓圈的驚嘆號，則代表該硬體有故障(4)可以更新硬體的驅動程式。
